genes	HGMD_inheritance	OMIM_inheritance	GeneCC_inheritance
RPC1		AR	
RPC11		AR	
RPC155		AR	
RPC2		AD;AR	
RPC39		AD	
RPC6		AD	
RPEM		AR	
RPI		AR	
RPIAD		AR	
RPL10		XLR	XL;XLR
RPL10L		AR	
RPL13		AD	AD
RPL18		AD	AD
RPL21		AD	AD
RPL35		AD	AD
RPL3L		AR	AR
RPML12		AR	
RPOL2		AD	
RPRGL1		AD;AR;Multifactorial	
RPRGL2		AD;AR;Multifactorial	
RPRGL3		AD	
RPRGL4		AD	
RPS17L1		AD	
RPS17L2		AD	
RPS23		AD	
RPSA		AD	AD
RPSKA		AR	
RPX		AR,AD	
RPY		YL	
RRAGD		AD	
RRAS2		AD	AD
RRAS3		AD	
RREI		AR	
RRF		AR	
RRP4		AR	
RRP40		AR	
RRP43		AR	
RRP46		AR	
RRP7A		AR	
RRS2		AR	
RSDM1		AR	
RSHL2		AR	
RSK2		XLD	
RSP3		AR	
RSP5		AD	
RSPH1		AR	AD;AR
RSPH3		AR	AD;AR
RSPO1		AR	AR
RSPO2		AR	AR
RSPRY1		AR	AR
RSRC1		AR	AR
RSTN		AD	
RSTS1		AD	
RSTS2		AD	
RTA1C		AR	
RTD		AD;AR	
RTN4R		AD	
RTPS1		AD	
RTPS2		AD	
RTS		AR	
RTSC1		AD;AR	
RTSC2		XLR	
RTSC3		AR	
RTSC4		AD	
RTT		XL;XLD;XLR	
RU		AR	
RU2		AR	
RUBCN		AR	AR
RUBICON		AR	
RUMI		AD;AR	
RUSAT1		AD	
RUSAT2		AD	
RUSC2		AR	AR
RVCLS		AD;AR,AD	
RWS		AD	
RX		AR	
RXYLT1		AR	AR
RZRB		AD	
RZRG		AR	
S152.LPFS2		AR	
S1P		AR	
S2P		XLR	
S4		AR	
SA2		XL;XLD,XLR	
SAC		AD	
SAC3		AD;AR	
SAE2		AD	
SAFA		AD	
SAHH		AR	
SAIDX		XL;XLD;XLR	
SAK		AR	
SAKI		AR	
SALL2		AR	AR
SAMC		AR	
SAMD12		AD	AD
SAMD9L		AD	AD
SAMS		AR	
SAMS1		AR,AD	
SANDD		AD;AR	
SANDO		AD;AR	
SANDSTEF		AR	
SANG		AD	
SANS		AR	
SAO		AD;AR	
SAP1		AD;AR	
SAP102		XLR	
SAP145		AD	
SAP49		AD	
SAP90		AD	
SAR		AR	
SARA2		AR	
SARCOSIN		AR	
SARD		AR	
SARS		AR	
SARS1		AR	AR
SART2		AR	
SAS		AR	
SAS6		AR	
SASH3		XLR	
SASP		AD	
SASS6		AR	AR
SAST		AD	
SAT1		AR	
SATB1		AD	AD
SATT		AR	
SAVA		AD;AR	
SAVI		AD	
SAX3		AD	
SBCAD		AR	
SBF1		AR	AR
SBIDDS		AR	
SBMA		AD,Somatic mutation;XLR	
SBP2		AR	
SC2		AR	
SC4MOL		AR	
SCA1		AD	
SCA10		AD	
SCA11		AD	
SCA13		AD	
SCA14		AD	
SCA15		AD;AR,AD	
SCA16		AD;AR,AD	
SCA17		AD;Multifactorial,AD	
SCA18		AD	
SCA19		AD	
SCA2		AD;Multifactorial,AD	
SCA20		AD	
SCA21		AD	
SCA22		AD	
SCA23		AD	
SCA25		AD;AR	
SCA26		AD	
SCA27A		AD	
SCA27B		AD	
SCA28		AD;AR	
SCA29		AD;AR,AD	
SCA3		AD	
SCA30		AD	
SCA31		AD	
SCA32		AD	
SCA34		AD;AR	
SCA35		AD	
SCA36		AD	
SCA37		AD	
SCA38		AD	
SCA4		AD	
SCA40		AD;AR	
SCA41		AD	
SCA42		AD	
SCA42ND		AD	
SCA43		AD;AR,AD	
SCA44		AD;AR	
SCA45		AD	
SCA46		AD	
SCA47		AD	
SCA48		AD;AR	
SCA49		AD	
SCA5		AD;AR	
SCA50		AD	
SCA6		AD	
SCA7		AD	
SCA8		AD;Multifactorial,AD	
SCABD		AR	
SCAD		AR	
SCAE		AD;AR	
SCAMC1		AD	
SCAN1		AR	
SCAN2		AD;AR	
SCAN3		AR	
SCAPER		AR	AD;AR
SCAR1		AD	
SCAR10		AR	
SCAR11		AR	
SCAR12		AR	
SCAR13		AD;AR	
SCAR14		AD;AR	
SCAR15		AR	
SCAR16		AD;AR	
SCAR17		AR	
SCAR18		AR	
SCAR2		AR	
SCAR20		AR	
SCAR21		AR	
SCAR22		AR	
SCAR24		AR	
SCAR25		AR	
SCAR26		AR	
SCAR27		AR	
SCAR28		AR	
SCAR29		AR	
SCAR3		AR	
SCAR30		AR	
SCAR31		AR	
SCAR32		AD;AR	
SCAR33		AR	
SCAR4		AR	
SCAR6		AR	
SCAR7		AR	
SCAR8		AD;AR	
SCAR9		AR	
SCAX1		XLR	
SCAX5		XLR	
SCBMS		AD;AR	
SCC1		AD;AR	
SCCD		AD	
SCCMS		AD;AR;AR,AD	
SCD		AR	
SCD5		AD	
SCDO1		AR	
SCDO2		AR	
SCDO3		AR	
SCDO4		AR	
SCDO5		AR,AD	
SCDO6		AR	
SCDR9		AD	
SCEH		AR	
SCF		AD;AR	
SCFAI		AR	
SCFI		AR	
SCG3		AR	
SCGB3A2		AD	
SCHAD		AR	
SCIDA		AR	
SCIDX		XLR	
SCIDX1		XLR	
SCKL1		AD;AR	
SCKL2		AR	
SCKL4		AR	
SCKL5		AR	
SCKL6		AR	
SCKL7		AR	
SCKL8		AD;AR	
SCKL9		AR	
SCLC1		AD	
SCN1		AD	
SCN2		AD	
SCN2A1		AD	
SCN2B		AD	AD
SCN3		AR	
SCN3B		AD	AD
SCN4		AR	
SCN4B		AD	AD
SCN5		AR	
SCN6		AR	
SCN7		AD;AR	
SCN8		AD	
SCN9		AD;AR	
SCNB3		AD	
SCNM1		AR	
SCNX		XLR	
SCOD1		AR	
SCOLIV		AR	
SCOT		AR	
SCOX		AD;AR	
SCP		AR	
SCP2		AD;AR	AR
SCP3		AD	
SCPN		AR	
SCPNK		AD;AR,AD	
SCRA1		AD	
SCS		AD	
SCS7		AR	
SCT		AD;AR	
SCTS		AR	
SCUBE3		AR	AR
SCYA11		AD	
SCYA2		AD	
SCYE1		AR	
SCYL1		AR	AR
SCYL1BP1		AR	
SCYL2		AR	AR
SCZD1		AD	
SCZD10		AD	
SCZD11		AD	
SCZD12		AD	
SCZD15		AD	
SCZD17		AR	
SCZD18		AR	
SCZD19		AD	
SCZD2		AD	
SCZD3		AD	
SCZD4		AD;AR	
SCZD5		AD	
SCZD6		AD	
SCZD7		AD	
SCZD8		AD	
SD1		AD	
SDC3		AR,AD,Multifactorial	
SDCCAG1		AR	
SDCCAG10		AR	
SDCHCN		AD;AR,AD	
SDCN		AR,AD,Multifactorial	
SDDHD		AR	
SDH1		AD;AR	
SDH2		AD;AD,Isolated cases;AR	
SDH5		AD	
SDHF		AD;AR	
SDHIP		AD;AD,Isolated cases;AR	
SDJLABA		AR	
SDR2E1		AR	
SDR9C7		AR	AR
SDRO		AR	
SDS		AR	
SDS2		AR	
SDSX		XL	
SDTY1		AD	
SDTY3		AD;AR	
SDYS		XLR	
SE		AR	
SEB		AD	
SEC15B		AR	
SEC24D		AR	AD;AR
SEC31A		AR	AR
SEC31L1		AR	
SEC5		AR	
SEC59		AR	
SEC5L1		AR	
SEC61		AD	
SEC61A1		AD	AD
SEC84		AR	
SEDK		AD;AR	
SEDKF		AR	
SEDL		XLR	
SEDN		AD	
SEDT		XLR	
SEF		AR,Digenic dominant,AD	
SEF2		AD	
SELENBP1		AR	AR
SELI		AR	
SELN		AR	
SELRC1		AR	
SELZ		AR	
SEMA6B		AD	AD
SEMA7A		AR	
SEMAD		AD	
SEMAK1		AR	
SEMAL		AR	
SEMB		AR	
SEMDBCD		AD;AR	
SEMDCG		AR	
SEMDDR		AD;AR	
SEMDFA		AR	
SEMDHL		XLR	
SEMDIST		AD	
SEMDJL1		AR	
SEMDJL2		AD	
SEMDJL3		AR	
SEMDK		AR	
SEMDSH		AR	
SEMDSP		AR	
SEMDX		XL;XLR	
SEMP1		AR	
SEN15		AR	
SEN2		AR	
SEN34		AR	
SEN54		AR	
SENEBAC		AR	
SENS		AD	
SEPN1		AR	
SEPT12		AD	
SEPT9		AD	
SEPTIN12		AD	AR
SERCA1		AR	
SERKAL		AD;AR	
SERPINA8		AR;Multifactorial	
SERPINB8		AR	AD;AR
SERPINH1		AR;Multifactorial	AD;AR
SERPINH2		AR;Multifactorial	
SERS		AR	
SES1		AD	
SESAME		AR	
SET		AD	AD
SET1		AD	
SET1A		AD	
SET1B		AD	
SET2		AD	
SETD1B		AD	AD
SETD2		AD	AD
SETLSS		AD;AR	
SF		AD;AR	
SF1		AD	
SF3B145		AD	
SF3B2		AD	
SF3B49		AD	
SFA1		AR	
SFD		AD	
SFM1		XLD;XLR	
SFM2		XLR	
SFMD		AR	
SFMMP		AR	
SFNP		AD;AR	
SFPI1		AD	
SFRP4		AR	AR
SFTB3		AR	
SFTP1		AR,AD	
SFTP2		AD	
SFTPA1		AR,AD	
SFTPA2		AD	AD
SFXN4		AR	AR
SGBS1		XLR	
SGBS2		XLD;XLR	
SGD		AR	
SGD1		AR;AR,AD	
SGD2		AR	
SGK196		AR	
SGK493		AR	
SGLT1		AR	
SGLT2		AR,AD	
SGMRT1		AD;AR	
SGMRT2		AD	
SGMS2		AD	AD
SGO		AR	
SGO1		AR	AR
SGOL1		AR	
SGPA		AD	
SGS		AD	
SH3GL1		AD,Somatic mutation	
SH3KBP1		XLR	XL
SHAPNS		AD	
SHARP		AD	
SHARP1		AD	
SHDRA		AR	
SHEP1		AR	
SHEP11		AR	
SHEP2		AR	
SHEP3		AD;AR	
SHEP4		AR	
SHEP5		AR	
SHEP6		AR	
SHEP7		AD;AR	
SHFD2		XL	
SHFL1		AD	
SHFLD		AD	
SHFLD3		AD	
SHFM1		AD;AR	
SHFM1D		AD;AR	
SHFM2		XL	
SHFM3		AD	
SHFM4		AD	
SHFM6		AD;AR	
SHFYNG		AD	
SHILCA		AR	
SHMS		AD	
SHMT2		AR	AR
SHNKND		AR	
SHNS		AR	
SHOC1		AR	AR
SHORT		AD;AR	
SHOXY		PseudoAD;PseudoAR	
SHP		AR,AD,Multifactorial	
SHP2		AD	
SHPK		AR	AR
SHPM		AD;AR	
SHQ1		AR	
SHRF		AR	
SHS		XLD;XLR	
SHSF3		AD	
SHUVER		XLR	
SIAA0862		AD	
SIAH1		AD	AD
SIAHBP1		AD	
SIAL1		AR	
SIASD		AR	
SIAT6		AR	
SIAT9		AR	
SIDBA1		XL;XLR	
SIDBA2		AR	
SIDBA3		AR	
SIDBA4		AD;AR	
SIDBA5		AR	
SIDDIS		AR	
SIDDT		AR	
SIDS		XLR	
SIFD		AR	
SIHIWES		AD	
SIIR		XLD	
SIK1		AD	AD
SIK3		AR	
SIL		AR	
SIMHA		AR	
SIMP		AR	
SIN3A		AD	AD
SINO		AD;AR	
SIOD		AR	
SIP1		AD	
SIPA1L3		AR	AD;sD
SIPP1		AD	
SIS		AD	
SIX6OS1		AR	
SJA		AR	
SJS		AR	
SJS1		AR	
SJS2		AR	
SK2		AD	
SK3		AD	
SK4		AD	
SKAP		Digenic recessive	
SKCA3		AD	
SKD3		AD;AR	
SKDEAS		AD	
SKI1		AR	
SKI2		AR	
SKI2W		AR	
SKIC2		AR	
SKIP		AR	
SKS		AD	
SL15		AR	
SLA		AR	
SLAC2B		AR	
SLAP130		AR	
SLAT		AR	
SLB		AR	
SLC10A1		AR	AR
SLC10A7		AR	AR
SLC11A3		AD	
SLC12A2		AD;AR	AD;AR
SLC17A2		AD;AR	
SLC17A3		AD	
SLC18A2		AR	AR
SLC18A3		AR	AD;AR
SLC19A1		AR	
SLC1A1		AR	AD;AR
SLC1A2		AD	AD;AR
SLC20A3		AR	
SLC20A4		AD	
SLC21A2		AD;AR	
SLC21A8		Digenic recessive	
SLC24A4		AR	AD;AR
SLC25A10		AR	AR
SLC25A11		AD	AD
SLC25A21		AR	AR
SLC25A24		AD	AD;AR
SLC25A26		AR	AR
SLC25A3		AR	AR
SLC25A32		AR	
SLC25A36		AR	
SLC25A42		AR	AR
SLC26A1		AR	AR
SLC26A8		AR,AD	AD;AR
SLC28A1		AR	
SLC2C		AD	
SLC30A8		AD	
SLC30A9		AR	AR
SLC35A3		AR	AR
SLC35B2		AR	
SLC38A3		AR	
SLC39A14		AD;AR	AD;AR
SLC39A5		AD	
SLC39A7		AR	AR
SLC41A1		AR	AR
SLC44A1		AR	AR
SLC44A4		AD	AD
SLC45A1		AR	AR
SLC4A3		AD	AD
SLC51A		AR	
SLC51B		AR	
SLC52A1		AD	AD
SLC5A6		AR	AR
SLC6A17		AR	AR
SLC6A2		AD	AD
SLC6A20		AD;AR,Digenic recessive	AR
SLC6A4		AD	AD
SLC6A6		AR	
SLC6A9		AR	AR
SLC7A14		AR	AD
SLC7A6OS		AR	AR
SLC9A1		AR	AR
SLC9A3		AR	AD;AR
SLC9A3R1		AD	
SLC9A7		XLR	XL;XLR
SLD		AR	
SLEB1		AD	
SLEB16		AR	
SLEB17		XLD;XLR	
SLEB2		Multifactorial	
SLEB9		AR	
SLF2		AR	
SLFN14		AD	AD
SLI1		Multifactorial	
SLI2		Multifactorial	
SLI5		AD	
SLICK		AD	
SLIM1		XL;XLD;XLR	
SLITRK6		AR	AR
SLL		AR	
SLO		AD;AR	
SLO3		AR	
SLOS		AR	
SLP65		AR	
SLP76		AR	
SLS		AR	
SLSN1		AR	
SLSN3		AR	
SLSN4		AR	
SLSN6		AR	
SLSN7		AR	
SLSN9		AR	
SLUG		AD;AR	
SLY		XLR	
SM1		AD	
SM20		AD	
SMA1		AR	
SMA2		AR	
SMA3		AR	
SMA4		AR	
SMABF1		AR	
SMABF2		AR	
SMAC		AD	
SMAD1		AD	AD
SMAD2		AD	AD
SMAD9		AD	AD
SMADIP1		AD	
SMAJ		AD	
SMAJI		AD	
SMAL		AD	
SMALED1		AD	
SMALED2A		AD	
SMALED2B		AD	
SMAP1		AR	
SMAP2		AR	
SMAP5		AR	
SMAPME		AR	
SMAR		AR	
SMARCC1		AD	
SMARCC2		AD	AD
SMARCD1		AD	AD
SMARCD2		AR	AR
SMARCF1		AD	
SMARD1		AR	
SMAX1		AD,Somatic mutation;XLR	
SMAX2		XLR	
SMAX3		XLR	
SMC		AR	
SMC1		XLD	
SMC1L1		XLD	
SMC2		AR	
SMC5		AR	
SMC5L1		AR	
SMCR		AD,Isolated cases	
SMCR7		AR	
SMCX		XLR	
SMDAX		AR	
SMDCD		AR	
SMDCF		AD	
SMDCRD		AR	
SMDMDM		AR	
SMDP		AR	
SMDP1		AR	
SMDP2		AD	
SMDP3		AR	
SMDP5		AR	
SMDS		AR	
SMEI		AD	
SMG8		AR	
SMG9		AR	AR
SMGMQTL		AR	
SMH		AR	
SMILE		AR	
SMIM1		AR	
SMLMOD		AR	
SMMCI		AD	
SMMD		AR	
SMN2		AR	
SMNA		AD	
SMO		AR	AD;AR;SOM
SMOH		AR	
SMPD4		AR	AR
SMS2		AD	
SMT3		Isolated cases	
SMUBP2		AR	
SMUNC45		AD;AR	
SMVT		AR	
SMVTD		AR	
SN1		AR	
SNAP25		AD	AD
SNAPB		AR	
SNARK		AR	
SNAX1		AD;AR	
SNCV		AD	
SNDC		AR	
SNDI		AR	
SNEDS		AR	
SNF1LK		AD	
SNF2L2		AD	
SNF5		AD	
SNF7		AD	
SNIBCPS		AD	
SNIBFIS		AD	
SNM1B		AR	
SNORA31		AD	
SNRNP65		AR	
SNRPB		AD	AD;sD
SNSK		AD;AR	
SNT1		AD	
SNTA1		AD	AD
SOC2		AD	
SOCS1		AD	AD
SOFM		AR	
SOFT		AR	
SOHLH1		AD;AR	AD;AR
SOLH		AR	
SOM		AD	
SOPH		AR	
SORD1		AR	
SORDD		AR	
SORT1		AD	
SOS		AR	
SOST1		AD;AR	
SOST2		AR;AR,AD	
SOTOS		AD	
SOX18		AD;AR	AD;AR
SOX4		AD	AD
SOX6		AD	AD
SP38		AR	
SP56		AR	
SP6		AD	
SPA2		AD	
SPAF		AR	
SPAG1		AR	AD;AR
SPAG17		AR	AR
SPAG4L		AR	
SPAHGC		AR	
SPAL3		AR	
SPAR3		AR	
SPARC		AR	AD;AR
SPART		AR	AR
SPAT		AR	
SPATA37		AR	
SPATA38		AR	
SPATA5L1		AR	
SPATCCM		AR	
SPAX1		AD;AR	
SPAX2		AR	
SPAX3		AR	
SPAX4		AR	
SPAX5		AD;AR	
SPAX8		AR	
SPAX9		AR	
SPB1		XLR	
SPBP		AD	
SPC97		AR	
SPCH1		AD	
SPD1		AD	
SPDA1		Multifactorial	
SPDA2		AD	
SPDRS		AR	
SPDT		AD	
SPE39		AR	
SPECC1L		AD	AD
SPEF2		AR	AD;AR
SPEG		AR	AR
SPEN		AD	AD
SPENCDI		AR	
SPFH2		AR	
SPG1		XLR	
SPG10		AD	
SPG12		AD	
SPG13		AD;AR	
SPG14		AR	
SPG15		AR	
SPG16		XLR	
SPG17		AD;AR	
SPG18		AR	
SPG19		AD	
SPG2		XLR	
SPG20		AR	
SPG21		AR	AR
SPG23		AD;AR	
SPG24		AR	
SPG25		AR	
SPG26		AR	
SPG27		AR	
SPG28		AR	
SPG29		AD	
SPG30		AD;AR;AR,AD	
SPG31		AD;AR	
SPG32		AR	
SPG33		AD	
SPG34		XLR	
SPG35		AR	
SPG36		AD	
SPG37		AD	
SPG38		AD	
SPG39		AR	
SPG3A		AD	
SPG4		AD	
SPG41		AD	
SPG42		AD;AR	
SPG43		AR;AR,AD	
SPG44		AD;AR	
SPG45		AR	
SPG46		AR	
SPG47		AR	
SPG48		AR	
SPG50		AR	
SPG51		AD;AR	
SPG52		AR	
SPG53		AR	
SPG54		AR	
SPG55		AR	
SPG56		AR	
SPG57		AD;AR	
SPG5A		AR	
SPG6		AD	
SPG61		AR	
SPG62		AR	
SPG63		AR	
SPG64		AR	
SPG72		AR,AD	
SPG73		AD	
SPG74		AR	
SPG75		AR	
SPG76		AR	
SPG77		AR	
SPG78		AR	
SPG79		AD;AR	
SPG79A		AD;AR	
SPG8		AD;AR	
SPG80		AD	
SPG81		AR	
SPG82		AR	
SPG83		AR	
SPG84		AR	
SPG85		AD;AR	
SPG86		AR	
SPG87		AR	
SPG88		AD	
SPG9A		AD;AR	
SPG9B		AD;AR	
SPGF1		AD	
SPGF10		AD	
SPGF11		AD	
SPGF12		AD	
SPGF13		AR	
SPGF14		AR	
SPGF15		AR	
SPGF16		AR	
SPGF17		AR	
SPGF18		AR	
SPGF19		AD;AR	
SPGF2		AR	
SPGF20		AR	
SPGF21		AR	
SPGF22		AR	
SPGF23		AR	
SPGF24		AR	
SPGF25		AR	
SPGF26		AR	
SPGF27		AR	
SPGF28		AR	
SPGF29		AR	
SPGF3		AR,AD	
SPGF30		AR	
SPGF31		AR	
SPGF32		AD;AR	
SPGF33		AR	
SPGF34		AR	
SPGF35		AR	
SPGF36		AD;AR	
SPGF37		AR	
SPGF38		AR	
SPGF39		AR	
SPGF4		AD	
SPGF40		AR	
SPGF41		AR	
SPGF42		AR	
SPGF43		AR	
SPGF44		AR	
SPGF45		AR	
SPGF46		AR	
SPGF47		AD;AR	
SPGF48		AR	
SPGF49		AR	
SPGF5		AR	
SPGF50		AR	
SPGF51		AR	
SPGF52		AR	
SPGF53		AR	
SPGF55		AR	
SPGF56		AR	
SPGF57		AR	
SPGF58		AR	
SPGF59		AR	
SPGF6		AR	
SPGF60		AR	
SPGF61		AR	
SPGF62		AR	
SPGF63		AR	
SPGF64		AR	
SPGF65		AR	
SPGF66		AR	
SPGF67		AR	
SPGF68		AR	
SPGF7		AR	
SPGF70		AR	
SPGF71		AR	
SPGF72		AR	
SPGF73		AR	
SPGF74		AR	
SPGF75		AR	
SPGF76		AR	
SPGF77		AR	
SPGF78		AR	
SPGF79		AR	
SPGF8		AD	
SPGF80		AR	
SPGF81		AR	
SPGF9		AR	
SPGFX2		XLR	
SPGFX3		XLR	
SPGFX4		XL	
SPGFY1		YL	
SPGFY2		YL	
SPGP		AR	
SPH1		AR,AD	
SPH2		AD	
SPH3		AD;AR	
SPH4		AD;AR	
SPI1		AD	AD
SPI3		AR	
SPIDR		AR	AD;AR
SPINK2		AR	
SPL		AR	
SPN		AD;AR	
SPNE		AR	
SPNS2		AR	AR
SPOAN		AR	
SPOP		AD	AD
SPPK1		AD;AR	
SPPL2A		AR	
SPPRS		AR	
SPRED2		AR	
SPRTN		AR	AR
SPRY4		AD	AD
SPSMA		AD	
SPT1		AD	
SPT16		AD	
SPT2		AD	
SPTBN1		AD	
SPTBN4		AR	AR
SPTCL		AR	
SPTRX2		AR	
SQOR		AR	AR
SQRDL		AR	
SQSD		AR	
SQT1		AD	
SQT2		AD;AR	
SQT3		AD	
SQT7		AD	
SRA1		AD	
SRBP		AR	
SRC		AD	AD
SRC1		AD	
SRD5A2L		AR	
SRD5A2L2		AR	
SRD5B1		AR	
SREBF1		AD	AD
SREC2		AR	
SRFP3		Multifactorial	
SRGAP1		AD,Somatic mutation	AD
SRK		AR	
SRN1		AR	
SRP54		AD	AD;AR
SRP72		AD	AD
SRPS2A		AD;AR,Digenic recessive	
SRPS2B		AR,Digenic recessive	
SRPS6		AR	
SRRP53		AR	
SRS		XLR	
SRS1		AD;AD,Somatic mutation	
SRS2		AD	
SRS3		AD	
SRS4		AD	
SRS5		AD	
SRTD1		AR	
SRTD10		AR	
SRTD11		AR	
SRTD13		AR	
SRTD14		AR	
SRTD15		AR	
SRTD17		AR	
SRTD18		AR	
SRTD19		AR	
SRTD2		AR	
SRTD20		AR	
SRTD21		AR	
SRTD3		AR,Digenic recessive	
SRTD4		AR;AR,AD	
SRTD5		AR	
SRTD6		AD;AR,Digenic recessive	
SRTD7		AR	
SRTD8		AR	
SRTD9		AR	
SRXX1		XLD;YL	
SRXX2		AD	
SRXX3		XLD	
SRXX4		AD	
SRXX5		AD	
SRXY1		XLD;YL	
SRXY10		AD	
SRXY11		AD;AR	
SRXY2		XL;XLR	
SRXY3		AD	
SRXY4		Isolated cases	
SRXY5		AR	
SRXY6		AD	
SRXY7		AR	
SRXY8		AR	
SRXY9		AD	
SS		PseudoAD;PseudoAR	
SS1		AD;Multifactorial	
SS2		AD	
SSADH		AR	
SSASKS		AR	
SSBP		AD	
SSBP1		AD	AD
SSC1		AR,AD	
SSDA		AR	
SSDD		XLR	
SSFSC1		AD;AR	
SSFSC2		AR	
SSI1		AD	
SSKS		AD	
SSMDF		AR	
SSMED		AR	
SSMG		AD	
SSMGA		AR	
SSMS		AD;AR	
SSOAOD		AD;AR	
SSPCS		AD	
SSPS		AR;AR,AD	
SSQTL1		AD	
SSR4		XLR	XL
SSS1		AD;AR	
SSS2		AD	
SSS3		AD	
SSS4;NEDHYDF		AD	
ST3GAL3		AR	AD;AR
ST3GALII		AR	
ST3GALV		AR	
STA		XLR	
STAC3		AR	AR
STAG3		AR	
STAHP		AR;AR,AD	
STAMP		AR	
STAP		AR	
STARD7		AD	
STAT2		AR	AR
STATIP1		AR	
STBM2		AD	
STE24		AR	
STEAP3		AD	AD
STEEP1		XL	
STF1		AR	
STFA		AR	
STFB		AR	
STGD1		AD;AR	
STGD2		AD;AR	
STGD3		AD;AR	
STGD4		AD;AR;AR,AD	
STHAG1		AD	
STHAG10		AR	
STHAG3		AD	
STHAG4		AR;AR,AD	
STHAG7		AD	
STHAG8		AD;AR	
STHAG9		AD	
STHAGX1		XLD;XLR	
STHE		AR,AD	
STI2		AR	
STING1		AD	AD
STISS		AD	
STK13		AR	
STK15		AD,Somatic mutation	
STK18		AR	
STK21		AR	
STK36		AR	AD
STK6		AD,Somatic mutation	
STK9		XLD	
STL2		AD;AR	
STL4		AD	
STL5		AD;AR	
STL6		AD;AR	
STLS		AR	
STM2		AD	
STN1		AR	AR
STO		AD	
STOX1		AD	
STRAD		AR	
STRG		AR	
STRMK		AD;AR	
STROMS		AR	
STSL1		AR	
STSL2		AR	
STT3A		AD;AR	AR
STT3B		AR	AR
STUT1		AD;AR	
STWS		AR	
STWS2		AD;AR	
STX1B		AD	AD
STX3A		AR	
SUCLA1		AR	
SUFUH		AD;AR;AR,AD,Somatic mutation	
SUFUXL		AD;AR;AR,AD,Somatic mutation	
SULEHS		AR	
SULT2B1		AR	AR
SUMO1		Isolated cases	AD
SUPT16H		AD	AD
SUR		AD;AR,AD	
SUR1		AD;AR,AD	
SUR2		AD;AR	
SUR8		AD	
SUT2		AR	
SUV420H1		AD	
SUZ12		AD	AD
SV31		AD	
SVAS		AD	
SVBP		AR	AD
SVD		AD;AR	
SVIL		AR	
SVMT		AR	
SWCOS		AD	
SWILS		AD;AR	
SWIP		AR	
SWNTS1		AD	
SWNTS2		AD;AR	
SWR1		AD	
SWS		AR	
SWS1		AR	
SYB1		AD;AR	
SYB2		AD	
SYCP2		AD	
SYD2		AD	
SYG1		AD	
SYK		AD	
SYM1		AD	
SYM1B		AD;AR;AR,AD	
SYN16		AD	
SYN2		AD	
SYNCAM3		AD	
SYND3		AR,AD,Multifactorial	
SYNE4		AR	AR
SYNS1A		AD	
SYNS2		AD;AR;AR,AD	
SYNS3		AD	
SYNS4		AD;AR	
SYNX		AD	
SYO1		AR	
SYP		XLR	XL;XLR
SYRP		AR	
SYT1		AD	AD
SYT2		AD;AR	AD;AR
SZP		AR	
T		AD;AR	
T1		AD;AR	
T2D		AD	
T2R16		AD;Multifactorial	
T2R61		AD	
T3D		AR	
TACE		AR	
TACHD		AD	
TACI		AR,AD	
TACIP1		AD	
TACO		AR	
TACO1		AR	AR
TACTILE		AD	
TAD3		AR	
TAF13		AR	AR
TAF2		AR	AR
TAF2A		XLR	
TAF2B		AR	
TAF2C2		AR	
TAF2E		AR	
TAF2K		AR	
TAF3C		AR	
TAF4B		AR	AD;AR
TAF6		AR	
TAF8		AR	
TAFAZZIN		XLR	
TAFII105		AR	
TAFII150		AR	
TAFII80		AR	
TAHCCP2		AD	
TAK1		AD	
TAL		AR,AD	
TALPID3		AR	
TALS		AR	
TAM1		AD;AR	
TAM2		AD;AR	
TAN1		AD	
TANC2		AD	AD
TANGO		AR	
TANGO1		AR	
TAO1		AD	
TAOK1		AD	AD
TAPA1		AR	
TAPS		AD	
TAPVR1		AD	
TAR		AR	
TARPS		XLR	
TARS		AR	
TARS1		AR	AR
TARS2		AR	AR
TAS		XL	
TAS2R16		AD;Multifactorial	
TASK		AD	
TASP1		AR	AR
TAT1		AR,AD	
TATI		AD;AR,AD	
TAUT		AR	
TAX		AR	
TAX1		AR	
TAX1BP2		AR	
TB2L1		AR	
TBC1D2B		AR	
TBC1D7		AR	AR
TBC1D8B		XL	AD;XL
TBC7		AR	
TBET		AR	
TBG		XL	
TBGQTL		XL	
TBHS1		AD	
TBHS2		AD;AR	
TBL1		XL	
TBLR1		AD	
TBN		AR	
TBP1		AR	
TBPIP		AR	
TBR1		AD	AD;AR
TBRS		AD	
TBS		AD	
TBS2		AD	
TBX18		AD	AD
TBX2		AD	AD
TBXA2R		AD	AD
TBXT		AD;AR	AD;AR
TC2		AR	
TC21		AD	
TCAB1		AR	
TCBLR		AR	
TCD		XL	
TCEAL1		XLD	
TCF1		AD;AR	
TCF13		AD	
TCF14		AD	
TCF2		AD	
TCF20		AD	AD
TCF3		AD;AR	AD;sD
TCF6		AR	
TCF6L1		AR	
TCF6L2		AR	
TCF6L3		AR	
TCF7L2		AD	AD
TCF8		AD	
TCMGLY		AR	
TCP		AD;AR,AD	
TCPT		Isolated cases	
TCRZ		AR	
TCS1		AD;AD,Somatic mutation;AR,AD	
TCS2		AR,AD	
TCS3		AR	
TCS4		AD	
TCTEX1D2		AR	
TDF		XLD;YL	
TDH1		AR	
TDH2A		AR	
TDH2B		AR	
TDH3		AR	
TDH4		AR	
TDH5		AR	
TDH6		AR	
TDN		AR	
